X5 X6 X9
Affected subjects:
0 31 0 
38 0 26 
0 37 0 

34 0 28 
0 124 0 
31 0 25 

0 31 0 
32 0 30 
0 33 0 

Unaffected subjects:
20 0 12 
0 68 0 
19 1 16 

0 61 1 
59 3 64 
2 64 0 

12 1 9 
0 57 0 
16 1 14 

HLO matrix:
L H L 
H L H 
L H L 

H L H 
L H L 
H L H 

L H O 
H L H 
L H L 


X0 X1 X7
Affected subjects:
7 17 5 
24 26 18 
5 11 6 

13 46 15 
27 53 49 
19 33 13 

7 20 4 
10 28 21 
5 12 6 

Unaffected subjects:
10 15 9 
18 28 12 
11 15 4 

16 29 14 
27 76 29 
14 39 19 

7 8 9 
14 34 10 
8 14 11 

HLO matrix:
O O L 
O O O 
O O O 

O H O 
O L H 
H O O 

O H L 
O O H 
O O O 


X1 X5 X7
Affected subjects:
2 23 9 
14 36 12 
11 24 3 

12 34 20 
36 45 44 
13 28 24 

5 22 5 
14 25 16 
10 9 4 

Unaffected subjects:
9 11 11 
18 33 12 
6 8 9 

15 36 13 
32 67 26 
12 35 12 

11 20 10 
15 35 16 
7 13 8 

HLO matrix:
L H O 
O O O 
O H L 

O O O 
O L H 
O L O 

O O O 
O O O 
O O O 


X1 X2 X3
Affected subjects:
4 15 9 
21 25 16 
9 23 12 

30 29 5 
39 62 33 
9 29 20 

4 10 7 
16 30 15 
5 13 10 

Unaffected subjects:
14 18 6 
13 32 10 
2 18 4 

19 31 17 
32 64 27 
15 29 14 

14 17 7 
15 34 13 
12 13 10 

HLO matrix:
L O O 
O L O 
H O O 

H O L 
O O O 
L O O 

O O O 
O O O 
L O O 


X1 X3 X7
Affected subjects:
12 16 6 
9 45 9 
6 22 9 

19 28 31 
30 51 39 
12 28 18 

10 9 6 
13 30 10 
6 17 9 

Unaffected subjects:
10 11 8 
16 36 16 
7 5 8 

17 30 19 
30 79 15 
12 29 17 

12 15 14 
13 36 15 
8 17 5 

HLO matrix:
O O O 
O O L 
O H O 

O O O 
O L H 
O O O 

O O L 
O O O 
O O O 


X1 X3 X6
Affected subjects:
7 17 10 
21 33 9 
7 17 13 

12 49 17 
29 60 31 
24 25 9 

5 14 6 
11 22 20 
8 13 11 

Unaffected subjects:
4 19 6 
16 29 23 
5 10 5 

19 31 16 
27 66 31 
12 30 16 

12 16 13 
13 34 17 
8 16 6 

HLO matrix:
O O O 
O O L 
O O O 

L H O 
O O O 
O L L 

O O O 
O O H 
O O O 


X0 X4 X5
Affected subjects:
11 15 11 
15 22 17 
6 14 8 

23 32 19 
40 69 25 
12 29 19 

5 12 8 
11 34 15 
9 15 4 

Unaffected subjects:
9 14 10 
16 33 11 
6 14 9 

20 40 10 
29 63 34 
17 36 14 

9 14 2 
28 20 15 
2 20 5 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
H O L 
O O O 

O O H 
L H O 
H O O 


X1 X7 X8
Affected subjects:
8 13 6 
20 46 17 
9 8 7 

14 32 15 
22 62 23 
21 42 25 

5 16 8 
14 30 12 
6 12 7 

Unaffected subjects:
11 15 7 
19 21 12 
8 18 6 

14 28 17 
37 71 30 
17 22 12 

5 17 11 
16 28 24 
10 20 4 

HLO matrix:
O O O 
O H O 
O L O 

O O O 
O L O 
O H H 

O O O 
O O O 
O L O 


X1 X2 X7
Affected subjects:
7 17 4 
12 35 15 
8 31 5 

15 23 26 
35 54 45 
11 30 17 

4 12 5 
14 37 10 
11 7 10 

Unaffected subjects:
8 21 9 
18 22 15 
7 9 8 

18 35 14 
28 68 27 
13 35 10 

10 20 8 
12 33 17 
11 15 9 

HLO matrix:
O O O 
L O O 
O H L 

O O H 
O L O 
O O O 

O O O 
O H O 
O O O 


X4 X8 X9
Affected subjects:
9 18 3 
20 36 19 
9 12 10 

23 24 14 
25 73 25 
21 31 12 

6 18 4 
15 27 21 
7 17 1 

Unaffected subjects:
13 18 9 
22 30 12 
10 13 1 

17 31 13 
26 62 33 
8 39 20 

8 21 7 
13 27 15 
11 15 6 

HLO matrix:
O O O 
O O O 
O O H 

O O O 
O O O 
H O O 

O O O 
O O O 
O O O 


X5 X6 X8
Affected subjects:
13 13 5 
17 39 8 
8 17 12 

15 25 22 
30 71 23 
11 29 16 

3 20 8 
16 32 14 
6 15 12 

Unaffected subjects:
9 15 8 
21 31 16 
8 17 11 

18 34 10 
32 65 29 
15 34 17 

10 8 4 
16 20 21 
8 16 7 

HLO matrix:
O O O 
O O L 
O O O 

O L H 
O O O 
O O O 

L H O 
O O L 
O O O 


X1 X7 X9
Affected subjects:
8 17 2 
22 49 12 
9 11 4 

15 28 18 
32 51 24 
21 48 19 

7 15 7 
11 29 16 
10 8 7 

Unaffected subjects:
9 15 9 
17 28 7 
8 16 8 

9 30 20 
37 69 32 
9 34 8 

11 16 6 
14 41 13 
14 7 13 

HLO matrix:
O O L 
O H O 
O L L 

O O O 
O L O 
H O H 

O O O 
O O O 
O O O 


X0 X3 X6
Affected subjects:
8 21 8 
13 27 15 
10 7 10 

14 48 19 
32 65 26 
25 26 13 

2 11 6 
16 23 19 
4 22 10 

Unaffected subjects:
5 12 9 
19 32 20 
9 9 7 

22 42 16 
22 66 32 
13 36 14 

8 12 10 
15 31 19 
3 11 6 

HLO matrix:
O H O 
O O O 
O O O 

L O O 
H O O 
O L O 

L O O 
O O O 
O H O 


X0 X1 X3
Affected subjects:
8 10 11 
25 31 12 
4 14 4 

20 36 18 
42 61 26 
19 26 20 

6 17 8 
11 28 20 
2 13 8 

Unaffected subjects:
7 18 9 
14 34 10 
5 19 6 

16 34 9 
42 56 34 
22 30 20 

6 16 2 
10 34 14 
14 15 4 

HLO matrix:
O L O 
H O O 
O O O 

O O O 
O O L 
O O O 

O O O 
O O O 
L O O 


X4 X5 X9
Affected subjects:
16 14 9 
16 31 12 
6 21 11 

15 39 12 
35 62 28 
19 27 11 

7 15 5 
14 31 13 
7 16 8 

Unaffected subjects:
15 18 5 
20 31 17 
10 12 0 

20 37 16 
20 60 36 
11 35 14 

4 14 7 
21 37 12 
7 12 9 

HLO matrix:
O O O 
O O O 
O O H 

O O O 
H O O 
O L O 

O O O 
O O O 
O O O 


X0 X3 X7
Affected subjects:
11 15 11 
16 25 14 
9 14 4 

25 32 24 
22 73 28 
12 27 25 

5 6 8 
14 28 16 
3 26 7 

Unaffected subjects:
9 12 5 
23 36 12 
7 10 8 

21 34 25 
23 76 21 
13 34 16 

9 10 11 
13 39 13 
7 7 6 

HLO matrix:
O O O 
O O O 
O O L 

O O O 
O O O 
O L O 

O O O 
O O O 
O H O 


X1 X6 X7
Affected subjects:
8 22 5 
14 40 13 
5 21 6 

10 29 26 
39 57 38 
12 21 24 

9 8 7 
14 26 9 
6 22 9 

Unaffected subjects:
9 10 6 
13 29 16 
11 13 10 

16 32 10 
28 72 27 
15 34 14 

8 12 13 
17 33 16 
8 23 5 

HLO matrix:
O H O 
O O O 
L O L 

O O H 
H L O 
O L O 

O O O 
O O O 
O O O 


X1 X4 X6
Affected subjects:
12 23 6 
17 31 16 
6 13 10 

15 34 18 
35 64 25 
15 36 14 

5 16 7 
13 24 23 
6 9 7 

Unaffected subjects:
11 17 6 
10 25 17 
4 16 11 

10 34 11 
28 72 36 
20 21 16 

9 15 15 
19 28 14 
5 23 7 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O L 
O H O 

O O O 
O O H 
O L O 


X1 X4 X7
Affected subjects:
8 28 5 
14 37 13 
5 18 6 

17 27 23 
28 54 42 
16 26 23 

8 10 10 
17 34 9 
4 12 6 

Unaffected subjects:
10 14 10 
14 24 14 
9 14 8 

9 33 13 
37 74 25 
13 31 13 

12 19 8 
14 30 17 
7 19 9 

HLO matrix:
O H L 
O O O 
O O O 

H O O 
O L H 
O O O 

O O O 
O H L 
O O O 


X5 X7 X8
Affected subjects:
3 12 4 
23 44 12 
12 13 9 

17 29 18 
21 64 21 
18 32 22 

7 20 7 
12 30 19 
6 17 8 

Unaffected subjects:
7 17 11 
22 27 18 
9 19 6 

18 29 18 
31 74 30 
16 30 8 

5 14 6 
19 19 18 
10 11 8 

HLO matrix:
O O L 
O H O 
O L O 

O O O 
O O O 
O O H 

O O O 
O O O 
O O O 


X6 X7 X8
Affected subjects:
6 14 7 
15 30 14 
10 14 14 

16 36 15 
28 75 20 
19 31 10 

5 11 7 
13 33 18 
7 17 15 

Unaffected subjects:
9 18 6 
20 22 12 
8 17 4 

13 24 21 
37 65 32 
19 27 13 

8 18 8 
15 33 22 
8 16 5 

HLO matrix:
O O O 
O O O 
O L H 

O H O 
O O L 
O O O 

O O O 
O O O 
O O H 


X0 X4 X9
Affected subjects:
11 21 5 
12 32 10 
5 18 5 

22 31 21 
34 69 31 
15 29 16 

5 14 6 
23 27 10 
8 15 5 

Unaffected subjects:
11 19 3 
16 31 13 
10 10 9 

20 32 18 
26 68 32 
15 37 15 

14 10 1 
9 33 21 
7 16 4 

HLO matrix:
O O O 
O O O 
O H O 

O O O 
O O O 
O O O 

L O O 
H O L 
O O O 


X6 X8 X9
Affected subjects:
11 16 4 
10 33 15 
13 13 9 

22 30 11 
34 71 37 
14 23 8 

5 14 6 
16 32 13 
10 24 6 

Unaffected subjects:
14 18 5 
8 34 15 
10 10 2 

13 38 18 
35 52 29 
11 38 17 

11 14 6 
18 33 16 
8 19 8 

HLO matrix:
O O O 
O O O 
O O H 

H O O 
O H O 
O L L 

O O O 
O O O 
O O O 


X0 X2 X3
Affected subjects:
10 14 5 
20 27 12 
7 14 10 

25 27 8 
44 63 36 
12 33 20 

3 13 8 
12 27 16 
4 18 12 

Unaffected subjects:
12 16 8 
11 37 11 
3 18 6 

24 33 17 
40 59 30 
16 28 16 

11 17 5 
9 34 9 
10 14 6 

HLO matrix:
O O O 
O O O 
O O O 

O O L 
O O O 
O O O 

L O O 
O O O 
L O O 


X1 X4 X9
Affected subjects:
10 23 8 
24 34 6 
5 20 4 

19 29 19 
34 62 28 
15 36 14 

9 14 5 
11 32 17 
8 6 8 

Unaffected subjects:
14 13 7 
11 30 11 
9 16 6 

17 29 9 
26 68 42 
12 36 9 

14 19 6 
14 34 13 
11 11 13 

HLO matrix:
O O O 
H O O 
O O O 

O O H 
O O L 
O O O 

O O O 
O O H 
O O O 


X1 X3 X8
Affected subjects:
12 14 8 
15 34 14 
10 19 8 

19 46 13 
23 62 35 
15 28 15 

7 12 6 
14 28 11 
4 18 10 

Unaffected subjects:
9 15 5 
22 31 15 
7 8 5 

28 24 14 
30 66 28 
10 31 17 

11 22 8 
10 31 23 
10 12 8 

HLO matrix:
O O O 
O O O 
O O O 

O H O 
O O O 
O L O 

O O O 
H O O 
O O O 


X3 X6 X8
Affected subjects:
7 10 7 
24 45 11 
7 17 9 

17 32 12 
24 63 28 
11 29 20 

7 16 16 
15 34 6 
7 15 11 

Unaffected subjects:
14 16 5 
25 28 13 
9 17 9 

17 29 10 
26 67 36 
19 32 20 

6 12 7 
18 21 17 
3 18 6 

