X0 X1 X9
Affected subjects:
4 1 2 
0 16 0 
4 3 2 

6 22 10 
19 29 17 
6 20 11 

3 9 3 
7 19 4 
5 7 7 

Unaffected subjects:
3 18 3 
23 19 17 
4 8 2 

5 19 7 
16 23 21 
9 14 5 

1 7 3 
10 12 6 
2 7 0 

HLO matrix:
O L O 
L H L 
O O O 

O O O 
O O O 
O O O 

O O O 
O O O 
O O O 


X3 X8 X9
Affected subjects:
3 10 3 
4 14 7 
3 8 3 

4 21 6 
11 28 15 
9 19 5 

3 4 4 
12 16 8 
5 6 5 

Unaffected subjects:
4 3 2 
9 17 9 
3 9 1 

13 11 11 
20 34 15 
9 22 9 

5 12 5 
5 15 9 
5 4 3 

HLO matrix:
O H O 
O O O 
O O O 

O H O 
O O O 
O O O 

O L O 
H O O 
O O O 


X2 X7 X9
Affected subjects:
0 10 6 
8 15 4 
6 10 4 

3 11 12 
10 41 11 
7 11 9 

7 4 1 
10 18 3 
3 6 6 

Unaffected subjects:
4 10 4 
5 24 7 
3 7 3 

11 21 6 
17 25 14 
8 13 11 

13 10 5 
9 10 8 
3 7 6 

HLO matrix:
O O O 
O L O 
O O O 

O O H 
O H O 
O O O 

O O O 
O H O 
O O O 


X1 X7 X9
Affected subjects:
2 6 7 
8 21 3 
3 5 5 

4 12 5 
13 37 8 
9 15 8 

4 7 7 
7 16 7 
4 7 6 

Unaffected subjects:
2 12 0 
4 24 7 
3 8 6 

18 24 11 
20 18 19 
11 12 14 

8 5 4 
7 17 3 
0 7 0 

HLO matrix:
O O O 
H O O 
O O O 

O O O 
O H L 
O O O 

O O O 
O L O 
O O O 


X1 X6 X9
Affected subjects:
2 5 3 
4 17 5 
7 10 7 

5 20 4 
11 30 14 
10 14 3 

6 8 7 
5 19 8 
4 3 5 

Unaffected subjects:
3 12 4 
6 24 4 
0 8 5 

11 14 6 
21 27 27 
17 13 11 

4 7 3 
6 11 3 
5 11 1 

HLO matrix:
O L O 
O O O 
O O O 

O H O 
O O O 
O O L 

O O O 
O O O 
O L O 


X5 X7 X9
Affected subjects:
5 9 5 
4 23 5 
4 9 5 

3 12 6 
15 32 9 
11 11 10 

2 4 8 
9 19 4 
1 7 4 

Unaffected subjects:
6 14 5 
9 15 8 
0 4 8 

12 17 7 
17 25 17 
8 17 3 

10 10 3 
5 19 4 
6 6 9 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O L 
O L H 

O O H 
H O O 
O O O 


X1 X8 X9
Affected subjects:
3 10 2 
5 15 10 
5 7 3 

4 17 6 
13 34 10 
9 13 5 

3 8 5 
9 9 10 
3 13 5 

Unaffected subjects:
4 14 4 
4 16 6 
1 14 3 

14 9 11 
22 33 24 
13 12 9 

4 3 3 
8 17 3 
3 9 1 

HLO matrix:
O O O 
O O O 
O L O 

L H O 
O O L 
O O O 

O O O 
O L H 
O O O 


X1 X3 X4
Affected subjects:
2 11 7 
9 13 8 
5 3 2 

4 15 8 
10 30 14 
2 16 12 

1 4 3 
10 18 6 
7 10 6 

Unaffected subjects:
6 8 0 
9 17 6 
3 9 8 

4 24 4 
19 51 15 
10 13 7 

6 3 2 
7 15 5 
3 7 3 

HLO matrix:
O O O 
O O O 
O L L 

O O O 
O O O 
L H O 

O O O 
O O O 
O O O 


X2 X8 X9
Affected subjects:
3 8 2 
7 21 8 
4 6 4 

3 18 6 
11 28 20 
6 17 6 

4 9 5 
9 9 2 
7 10 3 

Unaffected subjects:
3 8 3 
7 17 9 
2 16 2 

11 13 13 
15 33 12 
10 13 6 

8 5 2 
12 16 12 
5 6 5 

HLO matrix:
O O O 
O O O 
O L O 

L O O 
O O H 
O O O 

O O O 
O O L 
O O O 


X3 X5 X6
Affected subjects:
3 10 3 
5 13 7 
3 6 5 

14 14 9 
11 29 13 
10 11 7 

4 9 3 
8 12 11 
2 9 5 

Unaffected subjects:
3 5 4 
3 14 11 
6 9 2 

7 29 4 
20 23 22 
11 15 13 

2 8 7 
7 18 5 
5 8 3 

HLO matrix:
O O O 
O O O 
O O O 

H L H 
O H O 
O O O 

O O O 
O O H 
O O O 


X3 X4 X8
Affected subjects:
3 4 0 
8 12 10 
5 9 4 

9 12 8 
20 27 14 
2 15 11 

3 7 4 
4 16 9 
4 13 3 

Unaffected subjects:
2 11 3 
6 21 8 
1 3 2 

7 18 10 
17 43 23 
11 8 7 

5 8 3 
10 13 6 
7 8 3 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
H O O 
L O O 

O O O 
O O O 
L O O 


X1 X5 X7
Affected subjects:
9 7 2 
3 17 7 
3 8 4 

6 16 14 
10 25 16 
5 17 2 

4 9 2 
8 14 9 
6 7 6 

Unaffected subjects:
4 6 4 
5 19 6 
5 10 7 

16 19 6 
25 27 19 
12 11 12 

5 7 2 
6 13 3 
6 7 2 

HLO matrix:
H O O 
O O O 
O O O 

O O H 
O O O 
O H L 

O O O 
O O O 
O O O 


X1 X7 X8
Affected subjects:
5 10 0 
8 13 11 
2 7 4 

5 12 4 
16 29 13 
6 16 10 

1 9 8 
9 11 10 
6 8 3 

Unaffected subjects:
4 5 5 
15 11 9 
3 10 4 

13 26 14 
12 32 13 
9 21 7 

6 9 2 
2 16 9 
2 3 2 

HLO matrix:
O H O 
L O O 
O O O 

O O O 
O O O 
O O O 

O O H 
H L O 
O O O 


X1 X5 X9
Affected subjects:
3 12 3 
8 12 7 
2 8 5 

6 24 6 
13 29 9 
7 11 6 

4 5 6 
8 14 9 
3 11 5 

Unaffected subjects:
2 9 3 
5 19 6 
2 16 4 

11 13 17 
24 29 18 
14 12 9 

2 11 1 
8 11 3 
5 7 3 

HLO matrix:
O O O 
O O O 
O O O 

O H L 
O O O 
O O O 

O L O 
O O O 
O O O 


X0 X1 X3
Affected subjects:
3 2 2 
6 10 0 
2 3 4 

12 20 6 
14 28 23 
4 20 13 

5 8 2 
7 16 7 
2 11 6 

Unaffected subjects:
9 10 5 
10 37 12 
3 7 4 

5 15 11 
15 33 12 
8 13 7 

0 7 4 
7 15 6 
0 7 2 

HLO matrix:
O O O 
O O L 
O O O 

O O L 
O O H 
L O O 

O O O 
O O O 
O O O 


X1 X2 X9
Affected subjects:
3 10 5 
5 16 9 
5 6 1 

8 17 5 
10 33 13 
8 14 3 

3 8 4 
5 14 10 
7 8 6 

Unaffected subjects:
3 14 5 
4 22 3 
2 8 5 

5 17 9 
25 23 23 
19 14 12 

4 10 0 
7 14 5 
4 5 2 

HLO matrix:
O O O 
O O H 
O O O 

H O O 
L H O 
O O L 

O O O 
O O O 
O O O 


X3 X4 X7
Affected subjects:
1 3 3 
4 21 5 
5 10 3 

3 20 6 
16 22 23 
5 13 10 

6 6 2 
10 14 5 
4 11 5 

Unaffected subjects:
5 10 1 
8 12 15 
1 2 3 

13 17 5 
26 38 19 
8 10 8 

10 4 2 
8 18 3 
5 8 5 

HLO matrix:
O L O 
O H L 
O H O 

O O O 
O L O 
O O O 

O O O 
O O O 
O O O 


X1 X3 X8
Affected subjects:
8 7 5 
7 14 9 
0 9 1 

8 14 5 
15 25 14 
4 18 8 

0 4 4 
9 15 10 
7 9 7 

Unaffected subjects:
2 8 4 
10 11 11 
10 7 3 

5 19 8 
20 46 19 
9 14 7 

2 8 1 
5 12 10 
3 8 2 

HLO matrix:
H O O 
O O O 
L O O 

O O O 
O O O 
O H O 

O L O 
O O O 
O O O 


X2 X3 X8
Affected subjects:
4 8 3 
7 16 9 
2 12 2 

9 14 7 
16 27 16 
2 18 6 

3 3 4 
8 11 8 
7 6 8 

Unaffected subjects:
1 8 6 
9 17 12 
4 8 2 

5 16 5 
19 28 17 
13 16 7 

3 11 2 
7 24 11 
5 5 3 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
L O O 

O L O 
O O O 
O O H 


X0 X5 X6
Affected subjects:
8 4 3 
3 8 1 
2 2 1 

7 22 9 
13 34 19 
9 15 12 

6 7 3 
8 12 11 
4 9 4 

Unaffected subjects:
3 16 4 
12 21 19 
8 11 3 

6 16 10 
13 26 11 
11 16 10 

3 10 1 
5 8 8 
3 5 5 

HLO matrix:
H O O 
O O L 
O O O 

O O O 
O O O 
O O O 

O L O 
O O O 
O O O 


X7 X8 X9
Affected subjects:
1 8 2 
6 10 15 
3 7 2 

6 21 6 
13 32 8 
9 21 4 

3 6 5 
8 16 7 
5 5 7 

Unaffected subjects:
11 7 5 
9 24 7 
8 10 3 

7 13 9 
19 26 14 
5 20 6 

4 6 4 
6 16 12 
4 5 4 

HLO matrix:
L O O 
O L H 
O O O 

O O O 
O O O 
O O O 

O O O 
O O O 
O O O 


X4 X8 X9
Affected subjects:
3 11 1 
3 11 9 
2 7 3 

3 19 10 
17 24 14 
8 16 9 

4 5 2 
7 23 7 
7 10 1 

Unaffected subjects:
7 3 4 
7 22 8 
4 10 2 

8 15 10 
21 36 20 
10 17 10 

7 8 4 
6 8 5 
3 8 1 

HLO matrix:
O H O 
O O O 
O O O 

O O O 
O O O 
O O O 

O L O 
O H O 
O O O 


X1 X3 X7
Affected subjects:
4 11 5 
7 15 8 
4 6 0 

2 20 5 
9 26 19 
10 12 8 

4 3 1 
8 14 12 
6 13 4 

Unaffected subjects:
2 5 7 
6 18 8 
6 12 2 

9 12 11 
31 34 20 
13 11 6 

3 7 1 
10 13 4 
4 7 2 

HLO matrix:
O O O 
O O O 
O L O 

O H L 
L O O 
O O O 

O L O 
O O O 
O O O 


X1 X6 X8
Affected subjects:
1 6 3 
8 11 7 
6 13 5 

7 16 6 
13 29 13 
7 12 8 

3 9 9 
8 14 10 
5 5 2 

Unaffected subjects:
5 9 5 
11 12 11 
6 5 2 

8 13 10 
14 44 17 
12 22 7 

4 8 2 
2 12 6 
4 8 5 

HLO matrix:
O O O 
O O O 
O H O 

O O O 
O O O 
O O O 

O O H 
H O O 
O O O 


X4 X5 X8
Affected subjects:
3 10 3 
4 7 6 
8 6 3 

8 15 8 
17 28 16 
7 12 9 

4 12 6 
5 15 11 
2 10 1 

Unaffected subjects:
4 7 8 
7 22 3 
3 8 5 

7 25 9 
16 34 15 
10 18 13 

3 3 3 
7 11 8 
9 5 1 

HLO matrix:
O O O 
O L O 
H O O 

O O O 
O O O 
O O O 

O H O 
O O O 
L O O 


X0 X4 X5
Affected subjects:
5 2 4 
7 7 0 
3 3 1 

8 13 10 
20 37 18 
10 16 8 

3 2 3 
4 17 10 
9 12 4 

Unaffected subjects:
5 11 8 
14 29 7 
4 12 7 

11 16 7 
18 22 25 
3 12 5 

3 5 1 
9 14 9 
2 2 3 

HLO matrix:
H O O 
O O O 
O O O 

O O O 
O H O 
O O O 

O O O 
L O O 
O H O 


X1 X3 X6
Affected subjects:
3 8 9 
6 15 9 
1 3 6 

4 17 6 
16 25 13 
9 13 8 

4 4 0 
13 14 7 
4 14 5 

Unaffected subjects:
3 9 2 
11 15 6 
5 10 5 

5 16 11 
19 40 26 
7 19 4 

4 3 4 
8 12 7 
2 5 6 

HLO matrix:
O O H 
O O O 
O L O 

O O O 
O O O 
O O H 

O O O 
O O O 
O H O 


X1 X2 X8
Affected subjects:
4 11 3 
8 13 9 
3 6 3 

6 19 5 
14 31 11 
7 7 11 

3 6 6 
5 15 9 
8 7 6 

Unaffected subjects:
7 8 7 
12 11 6 
3 7 5 

7 15 9 
19 38 14 
8 26 11 

0 10 4 
6 11 9 
4 7 0 

HLO matrix:
O O O 
O O O 
O O O 

O H O 
O O O 
O L O 

O L O 
O O O 
O O O 


X0 X3 X6
Affected subjects:
2 7 2 
10 3 2 
1 4 1 

4 18 8 
17 32 19 
8 21 13 

5 4 5 
8 19 8 
5 5 5 

Unaffected subjects:
3 12 7 
14 26 14 
6 10 5 

9 11 8 
14 31 16 
7 16 7 

0 5 2 
10 10 9 
1 8 3 

HLO matrix:
O O O 
H L O 
O O O 

L O O 
O O O 
O O O 

O O O 
O O O 
O L O 


X1 X3 X9
Affected subjects:
4 11 5 
6 16 8 
3 5 2 

4 18 5 
13 33 8 
9 13 8 

2 3 3 
5 19 10 
8 8 7 

Unaffected subjects:
1 10 3 
4 22 6 
4 12 4 

12 14 6 
30 29 26 
7 11 12 

3 5 3 
8 16 3 
4 8 1 

HLO matrix:
O O O 
O O O 
O L O 

O O O 
O H L 
O O O 

O O O 
O O H 
O O O 


X0 X3 X9
Affected subjects:
2 7 2 
2 13 0 
4 0 2 

6 16 8 
14 35 19 
11 20 11 

2 9 3 
8 20 7 
5 6 4 

Unaffected subjects:
7 13 2 
19 22 13 
4 10 7 

7 13 8 
15 29 17 
8 14 8 

2 3 2 
8 16 5 
3 7 2 

HLO matrix:
O O O 
O H L 
O L O 

O O O 
O O O 
O O O 

O O O 
O O O 
O O O 


X3 X4 X5
Affected subjects:
2 2 3 
8 15 7 
6 8 4 

10 10 9 
16 28 17 
11 15 2 

4 5 5 
7 18 4 
5 8 7 

Unaffected subjects:
3 8 5 
9 14 12 
0 6 0 

10 17 8 
25 37 21 
5 11 10 

6 7 3 
7 14 8 
4 9 5 

HLO matrix:
O L O 
O O O 
O O O 

O O O 
O O O 
O O L 

O O O 
O O O 
O O O 


X1 X2 X7
Affected subjects:
5 7 6 
7 18 5 
3 7 2 

6 13 11 
11 31 14 
4 14 7 

5 7 3 
8 13 8 
5 10 6 

Unaffected subjects:
5 10 7 
7 18 4 
2 7 6 

11 14 6 
22 27 22 
20 16 9 

2 12 0 
9 11 6 
6 4 1 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
L O O 

O L O 
O O O 
O O O 


X1 X2 X3
Affected subjects:
5 9 4 
11 16 3 
4 5 3 

8 16 6 
14 25 17 
5 13 7 

2 7 6 
5 18 6 
1 9 11 

Unaffected subjects:
7 10 5 
4 13 12 
3 9 3 

6 20 5 
17 37 17 
9 28 8 

2 8 4 
5 14 7 
4 5 2 

HLO matrix:
O O O 
H O L 
O O O 

O O O 
O O O 
O O O 

O O O 
O O O 
O O H 


X0 X3 X4
Affected subjects:
3 5 3 
6 6 3 
2 3 1 

2 17 11 
19 36 13 
10 22 10 

2 8 4 
4 19 12 
2 4 9 

Unaffected subjects:
7 12 3 
12 28 14 
5 10 6 

9 17 2 
17 36 8 
8 12 10 

0 6 1 
6 19 4 
3 7 2 

HLO matrix:
O O O 
O O O 
O O O 

L O O 
O O O 
O H L 

O O O 
O O O 
O O O 


X3 X4 X9
Affected subjects:
1 3 3 
8 13 9 
1 16 1 

5 17 7 
11 36 14 
8 15 5 

2 9 3 
9 10 10 
9 7 4 

Unaffected subjects:
4 10 2 
11 15 9 
1 4 1 

9 19 7 
23 39 21 
10 9 7 

5 6 5 
5 14 10 
5 11 2 

HLO matrix:
O L O 
O O O 
O H O 

O O O 
O O O 
O O O 

O O O 
H O O 
O L O 


X5 X6 X8
Affected subjects:
4 9 8 
6 21 6 
5 7 3 

3 14 7 
13 25 16 
10 11 10 

4 8 3 
10 8 8 
3 12 2 

Unaffected subjects:
2 6 4 
